Employee ID,Engagement Score,Satisfaction Score,Work-Life Balance Score,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,JobFunctionDescription,GenderCode,LocationCode,MaritalDesc,Performance Score,Current Employee Rating,Education,JobSatisfaction,JobInvolvement,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear,MonthlyIncome,PercentSalaryHike,OverTime,StandardHours,DistanceFromHome,EducationField,AgeAtExit,TenureDays,IsManager,OverTimeBinary,DistanceFromHome_norm,TenureDays_norm,EngagementScore_inv,SatisfactionScore_inv,WorkLife_inv,JobInvolvement_inv,JobSatisfaction_inv,TurnoverScore
1428.0,3.0,5.0,2.0,Campbell,Doyle,08-Dec-22,,Production Technician II,Paula Ross,campbell.doyle@bilearner.com,SVG,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Executive,Director,Male,76607.0,Divorced,Exceeds,3.0,3.0,1.0,2.0,13.0,13.0,11.0,5.0,10266.0,19.0,No,80.0,28.0,Management,,359.0,0,0.0,0.9642857142857143,0.2191358024691358,0.5,0.0,0.75,0.6666666666666667,1.0,0.5606073798861501
1966.0,4.0,3.0,2.0,Kristie,Nowlan,31-May-19,,Production Technician II,Jessica Klein,kristie.nowlan@bilearner.com,TNS,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,General - Con,Technician,Female,1040.0,Widowed,Fully Meets,3.0,1.0,4.0,3.0,2.0,1.0,2.0,6.0,3669.0,11.0,No,80.0,19.0,Technical Engineering,,359.0,0,0.0,0.6428571428571428,0.2191358024691358,0.25,0.5,0.75,0.33333333333333326,0.25,0.4554289543668856
3068.0,3.0,2.0,1.0,Alana,Nunez,22-May-22,08-Dec-22,CIO,Rose Johnson,alana.nunez@bilearner.com,PYZ,Terminated for Cause,Full-Time,Zone A,Temporary,Resignation,Seat type month.,Production       ,Finance & Accounting,Helpdesk,Male,21620.0,Single,Fully Meets,1.0,3.0,4.0,4.0,0.0,3.0,5.0,1.0,4359.0,17.0,No,80.0,22.0,Management,75.0,200.0,0,0.0,0.75,0.12098765432098765,0.5,0.75,1.0,0.0,0.25,0.535419537219363
2519.0,3.0,5.0,5.0,Melody,Wright,13-Nov-21,,Accountant I,Julia Johnson,melody.wright@bilearner.com,NEL,Active,Part-Time,Zone A,Part-Time,Unk,,Software Engineering,Splicing,Contracts,Female,32395.0,Married,Fully Meets,4.0,3.0,5.0,2.0,6.0,1.0,1.0,3.0,6350.0,16.0,No,80.0,18.0,Management,,359.0,0,0.0,0.6071428571428571,0.2191358024691358,0.5,0.0,0.0,0.6666666666666667,0.0,0.32330681227397906
3916.0,1.0,3.0,1.0,Jonas,Rowland,27-Jun-22,,Data Analyst ,Stephanie Harris,jonas.rowland@bilearner.com,WBL,Active,Part-Time,Zone C,Temporary,Unk,,IT/IS,Project Management - Con,Top Hand,Male,14939.0,Widowed,Exceeds,4.0,3.0,5.0,3.0,4.0,0.0,5.0,1.0,9699.0,18.0,Yes,80.0,24.0,Management,,359.0,0,1.0,0.8214285714285714,0.2191358024691358,1.0,0.5,1.0,0.33333333333333326,0.0,0.691622570500509
1870.0,2.0,5.0,3.0,Shelby,Frazier,04-Oct-22,,Production Technician I,Steven Reid,shelby.frazier@bilearner.com,WBL,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Engineers,Engineer,Female,73361.0,Married,Fully Meets,3.0,2.0,2.0,3.0,2.0,0.0,3.0,2.0,19081.0,11.0,No,80.0,15.0,Engineering,,359.0,0,0.0,0.5,0.2191358024691358,0.75,0.0,0.5,0.33333333333333326,0.75,0.4820295297442511
1930.0,3.0,3.0,4.0,Frank,Williams,15-Jul-23,,Production Technician I,Kelly Vaughn,frank.williams@bilearner.com,PYZ,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,General - Con,Technician,Female,70906.0,Single,Fully Meets,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3867.0,12.0,Yes,80.0,2.0,Technical Engineering,,359.0,0,1.0,0.03571428571428571,0.2191358024691358,0.5,0.5,0.25,0.6666666666666667,0.25,0.47194663069062676
3950.0,2.0,3.0,5.0,Noelle,Johnson,12-Jul-23,,Accountant I,George Willis,noelle.johnson@bilearner.com,CCDR,Active,Full-Time,Zone A,Part-Time,Unk,,IT/IS,Fielders,Estimator,Female,2301.0,Widowed,Needs Improvement,3.0,3.0,3.0,1.0,8.0,2.0,7.0,0.0,2043.0,17.0,Yes,80.0,14.0,Management,,359.0,0,1.0,0.4642857142857143,0.2191358024691358,0.75,0.5,0.0,1.0,0.5,0.6261344382236901
2607.0,3.0,1.0,2.0,Lamont,Summers,29-Mar-19,,Sales Manager,Jason Reeves,lamont.summers@bilearner.com,SVG,Active,Contract,Zone B,Part-Time,Unk,,Sales,Fielders,Field Technician,Male,89972.0,Married,Fully Meets,5.0,3.0,5.0,1.0,0.0,1.0,5.0,0.0,9718.0,27.0,No,80.0,8.0,Technical Engineering,,359.0,1,0.0,0.25,0.2191358024691358,0.5,1.0,0.75,1.0,0.0,0.56717161025073
3453.0,5.0,5.0,3.0,Bridger,Carter,13-Oct-22,,Software Engineer,Elizabeth Taylor,bridger.carter@bilearner.com,WBL,Active,Contract,Zone C,Part-Time,Unk,,Sales,Fielders,Field Technician,Male,87065.0,Widowed,Fully Meets,1.0,3.0,4.0,1.0,3.0,0.0,7.0,4.0,2497.0,7.0,Yes,80.0,14.0,Technical Engineering,,359.0,0,1.0,0.4642857142857143,0.2191358024691358,0.0,0.0,0.5,1.0,0.25,0.5104304476171602
2187.0,2.0,1.0,5.0,Amaris,Kirk,28-Feb-20,,Production Technician II,Erica Wilson,amaris.kirk@bilearner.com,PL,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Engineers,Program Manager,Female,31571.0,Married,Exceeds,5.0,4.0,4.0,3.0,9.0,6.0,7.0,2.0,4581.0,24.0,Yes,80.0,12.0,Management,,359.0,0,1.0,0.39285714285714285,0.2191358024691358,0.75,1.0,0.0,0.33333333333333326,0.25,0.541465300812503
2455.0,3.0,3.0,1.0,Jakob,Luna,03-Mar-20,,Production Manager,Raymond Robinson,jakob.luna@bilearner.com,MSC,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,General - Con,Specialist,Female,50307.0,Single,Fully Meets,2.0,3.0,3.0,3.0,3.0,0.0,1.0,3.0,4850.0,15.0,No,80.0,20.0,Management,,359.0,1,0.0,0.6785714285714285,0.2191358024691358,0.5,0.5,1.0,0.33333333333333326,0.5,0.5006688679941149
1762.0,3.0,3.0,5.0,Lauren,Kent,04-Jul-23,12-Jul-23,Production Technician I,Roger Reed,lauren.kent@bilearner.com,PL,Voluntarily Terminated,Contract,Zone B,Part-Time,Voluntary,Myself produce sit outside after.,Production       ,Wireless,Foreman,Female,37569.0,Divorced,Fully Meets,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,4834.0,14.0,No,80.0,15.0,Construction Management,22.0,8.0,0,0.0,0.5,0.0024691358024691358,0.5,0.5,0.0,0.33333333333333326,0.5,0.423168172985634
2825.0,5.0,4.0,4.0,Van,Griffin,13-Feb-23,,Production Manager,Elizabeth Brown,van.griffin@bilearner.com,MSC,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Project Management - Eng,Field Project Manager,Male,80760.0,Widowed,Needs Improvement,3.0,3.0,2.0,3.0,5.0,4.0,5.0,2.0,6896.0,14.0,No,80.0,15.0,Project Management,,359.0,1,0.0,0.5,0.2191358024691358,0.0,0.25,0.25,0.33333333333333326,0.75,0.37887123934200384
3987.0,5.0,4.0,1.0,Aydan,Benjamin,25-Feb-22,19-Jul-22,Data Analyst ,Lindsay Nelson,aydan.benjamin@bilearner.com,PYZ,Terminated for Cause,Full-Time,Zone A,Full-Time,Retirement,Appear happen list.,IT/IS,Catv,Manager,Male,81376.0,Widowed,Fully Meets,3.0,3.0,3.0,3.0,7.0,2.0,2.0,3.0,8507.0,9.0,Yes,80.0,3.0,Business Administration,40.0,144.0,0,1.0,0.07142857142857142,0.08641975308641976,0.0,0.25,1.0,0.33333333333333326,0.5,0.44810105460832117
2827.0,4.0,4.0,5.0,Ignacio,Mcintyre,19-Feb-20,10-Dec-22,IT Manager - DB,Bruce Barber,ignacio.mcintyre@bilearner.com,PYZ,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Involuntary,Decision fill total.,Production       ,Field Operations,Project Coordinator,Female,23357.0,Married,Fully Meets,3.0,3.0,2.0,2.0,1.0,1.0,2.0,0.0,7952.0,25.0,No,80.0,15.0,Business Administration,42.0,1025.0,1,0.0,0.5,0.630246913580247,0.25,0.25,0.0,0.6666666666666667,0.75,0.3569692699873196
2294.0,4.0,4.0,4.0,Ariana,Strickland,10-Oct-20,,Production Manager,Amanda Harris,ariana.strickland@bilearner.com,PYZ,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Field Operations,Engineer,Male,6930.0,Single,Fully Meets,4.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2438.0,13.0,No,80.0,9.0,Engineering,,359.0,1,0.0,0.2857142857142857,0.2191358024691358,0.25,0.25,0.25,0.33333333333333326,0.5,0.30682566186747956
2598.0,5.0,3.0,2.0,Yesenia,Payne,08-Jan-20,,BI Director,Brian Scott,yesenia.payne@bilearner.com,PL,Active,Part-Time,Zone A,Temporary,Unk,,Sales,General - Con,Assistant,Male,8573.0,Divorced,Fully Meets,3.0,3.0,1.0,1.0,8.0,2.0,0.0,1.0,2730.0,14.0,No,80.0,22.0,Management,,359.0,0,0.0,0.75,0.2191358024691358,0.0,0.5,0.75,1.0,1.0,0.6019985139383371
1011.0,1.0,2.0,3.0,Sarah,Malone,07-Feb-22,12-Feb-23,Software Engineer,David Lopez,sarah.malone@bilearner.com,MSC,Voluntarily Terminated,Contract,Zone A,Temporary,Resignation,Professor situation they bag interest there.,Software Engineering,General - Con,Foreman,Male,21340.0,Married,Fully Meets,3.0,3.0,2.0,4.0,4.0,0.0,3.0,5.0,2426.0,13.0,No,80.0,16.0,Computer Science,74.0,370.0,0,0.0,0.5357142857142857,0.22592592592592592,1.0,0.75,0.5,0.0,0.75,0.529822195949321
1783.0,5.0,2.0,4.0,Destiney,Pearson,09-Jun-21,,Production Technician I,Julie Smith,destiney.pearson@bilearner.com,PYZ,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,General - Con,Laborer,Female,27170.0,Widowed,Fully Meets,3.0,3.0,1.0,3.0,2.0,0.0,2.0,1.0,9957.0,15.0,No,80.0,20.0,Management,,359.0,0,0.0,0.6785714285714285,0.2191358024691358,0.0,0.75,0.25,0.33333333333333326,1.0,0.5029523522697115
2431.0,4.0,2.0,5.0,Elvis,Kaufman,18-Aug-22,20-Jun-23,Production Manager,Gregg Thomas,elvis.kaufman@bilearner.com,SVG,Active,Contract,Zone A,Full-Time,Resignation,At ago debate special can economy.,Production       ,General - Con,Laborer,Female,16520.0,Widowed,Fully Meets,4.0,3.0,3.0,1.0,16.0,1.0,11.0,3.0,13206.0,12.0,No,80.0,10.0,Management,81.0,306.0,1,0.0,0.3214285714285714,0.18641975308641975,0.25,0.75,0.0,1.0,0.5,0.4547334454752118
3286.0,3.0,1.0,4.0,Regan,Conrad,06-Nov-19,,Production Manager,Kristina Hawkins,regan.conrad@bilearner.com,NEL,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Project Management - Con,Generalist,Female,70949.0,Divorced,Exceeds,3.0,3.0,5.0,2.0,6.0,1.0,5.0,2.0,4867.0,15.0,Yes,80.0,14.0,Management,,359.0,1,1.0,0.4642857142857143,0.2191358024691358,0.5,1.0,0.25,0.6666666666666667,0.0,0.6059269617767922
3102.0,1.0,2.0,3.0,Eden,Robles,15-Mar-19,03-Aug-22,Director of Sales,Stephanie Frost,eden.robles@bilearner.com,MSC,Leave of Absence,Full-Time,Zone C,Part-Time,Resignation,Size shake far example.,Production       ,Field Operations,Clerk,Male,11092.0,Widowed,Fully Meets,3.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,6048.0,11.0,No,80.0,22.0,Management,29.0,1237.0,0,0.0,0.75,0.7611111111111112,1.0,0.75,0.5,0.33333333333333326,0.5,0.5666780744562107
3793.0,2.0,3.0,3.0,Roselyn,Roberts,20-Apr-19,,IT Manager - DB,Steven Walton,roselyn.roberts@bilearner.com,PL,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,General - Con,Laborer,Male,34278.0,Married,Fully Meets,3.0,3.0,2.0,3.0,6.0,4.0,8.0,3.0,3047.0,9.0,No,80.0,29.0,Management,,359.0,1,0.0,0.9999999999999999,0.2191358024691358,0.75,0.5,0.5,0.33333333333333326,0.75,0.6117629261567035
2759.0,3.0,1.0,3.0,Rick,Stoica,26-Aug-18,,Senior BI Developer,Mrs. Megan Booker,rick.stoica@bilearner.com,PYZ,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Aerial,Clerk,Male,2301.0,Divorced,Fully Meets,3.0,3.0,2.0,4.0,5.0,1.0,0.0,1.0,2832.0,20.0,No,80.0,15.0,Management,,359.0,0,0.0,0.5,0.2191358024691358,0.5,1.0,0.5,0.0,0.75,0.48486421643924915
3781.0,5.0,3.0,1.0,Hezekiah,Cummings,18-Aug-19,05-May-22,IT Manager - DB,Daniel Peterson,hezekiah.cummings@bilearner.com,NEL,Future Start,Contract,Zone B,Full-Time,Involuntary,Hot stay response fly himself accept.,Production       ,General - Con,Foreman,Male,62493.0,Single,Fully Meets,5.0,3.0,2.0,1.0,2.0,1.0,6.0,4.0,2264.0,22.0,Yes,80.0,27.0,Construction Management,62.0,991.0,1,1.0,0.9285714285714285,0.6092592592592593,0.0,0.5,1.0,1.0,0.75,0.6634408895596613
1278.0,2.0,4.0,5.0,Cason,Tyler,26-Oct-20,,Production Technician II,Christine Oneill,cason.tyler@bilearner.com,NEL,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,Field Operations,Laborer,Female,89318.0,Divorced,Fully Meets,3.0,2.0,1.0,4.0,0.0,7.0,7.0,3.0,5605.0,24.0,Yes,80.0,7.0,Management,,359.0,0,1.0,0.2142857142857143,0.2191358024691358,0.75,0.25,0.0,0.0,1.0,0.44944236373493374
2777.0,5.0,1.0,3.0,Hector,Escobar,29-Apr-20,22-Nov-22,Sr. Accountant,Frank Wilkinson,hector.escobar@bilearner.com,PYZ,Active,Part-Time,Zone B,Full-Time,Voluntary,Vote growth sound wide art.,Production       ,General - Con,Supervisor,Male,37852.0,Single,Fully Meets,3.0,3.0,3.0,3.0,8.0,3.0,5.0,1.0,8768.0,23.0,Yes,80.0,8.0,Management,78.0,937.0,0,1.0,0.25,0.575925925925926,0.0,1.0,0.5,0.33333333333333326,0.5,0.4800199488208479
3935.0,5.0,1.0,4.0,Arjun,Tyler,25-Dec-20,,Software Engineer,Jennifer Flores,arjun.tyler@bilearner.com,PL,Active,Full-Time,Zone C,Full-Time,Unk,,IT/IS,Aerial,Accounting,Male,97304.0,Widowed,Exceeds,3.0,3.0,4.0,2.0,5.0,3.0,7.0,2.0,9859.0,24.0,Yes,80.0,28.0,Management,,359.0,0,1.0,0.9642857142857143,0.2191358024691358,0.0,1.0,0.25,0.6666666666666667,0.25,0.6006358209143778
3273.0,4.0,5.0,4.0,Zaria,Mcintosh,16-Sep-22,,Sr. Network Engineer,Tonya Jones,zaria.mcintosh@bilearner.com,NEL,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,People Services,Executive Assistant,Female,24573.0,Divorced,Fully Meets,3.0,3.0,1.0,1.0,5.0,2.0,2.0,3.0,8073.0,10.0,Yes,80.0,3.0,Management,,359.0,0,1.0,0.07142857142857142,0.2191358024691358,0.25,0.0,0.25,1.0,1.0,0.5045103472727595
2444.0,1.0,1.0,5.0,America,Buchanan,16-Apr-23,,Data Analyst,Jacob Berry,america.buchanan@bilearner.com,MSC,Active,Part-Time,Zone C,Part-Time,Unk,,IT/IS,Wireline Construction,Traffic,Female,53240.0,Single,Fully Meets,4.0,3.0,3.0,3.0,6.0,4.0,14.0,2.0,18880.0,11.0,No,80.0,2.0,Management,,359.0,0,0.0,0.03571428571428571,0.2191358024691358,1.0,1.0,0.0,0.33333333333333326,0.5,0.4883972466367027
1014.0,4.0,4.0,1.0,Kole,Quinn,31-Dec-22,13-Jul-23,Shared Services Manager,Jermaine Weaver,kole.quinn@bilearner.com,WBL,Active,Part-Time,Zone A,Full-Time,Retirement,I back place no three offer economic.,Software Engineering,Catv,Clerk,Male,2562.0,Single,Fully Meets,3.0,2.0,4.0,3.0,2.0,1.0,2.0,2.0,2661.0,11.0,No,80.0,19.0,Management,70.0,194.0,1,0.0,0.6428571428571428,0.11728395061728396,0.25,0.25,1.0,0.33333333333333326,0.25,0.43656886061469036
3211.0,1.0,5.0,3.0,Phylicia,Gosciminski,23-May-23,,President & CEO,Pamela Wilson,phylicia.gosciminski@bilearner.com,SVG,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,General - Sga,Cfo,Female,1824.0,Married,Exceeds,2.0,3.0,4.0,3.0,2.0,1.0,8.0,0.0,6376.0,9.0,Yes,80.0,25.0,Management,,359.0,0,1.0,0.8571428571428571,0.2191358024691358,1.0,0.0,0.5,0.33333333333333326,0.25,0.5981722262086626
3406.0,5.0,5.0,4.0,Serenity,Montgomery,25-Mar-20,26-Apr-23,Software Engineering Manager,Tina Munoz,serenity.montgomery@bilearner.com,NEL,Voluntarily Terminated,Contract,Zone C,Temporary,Involuntary,Politics in foreign up start.,Production       ,Finance & Accounting,Tower Hand,Female,24805.0,Single,Fully Meets,4.0,3.0,4.0,2.0,9.0,2.0,7.0,2.0,4278.0,17.0,No,80.0,5.0,Management,67.0,1127.0,1,0.0,0.14285714285714285,0.6932098765432099,0.0,0.0,0.25,0.6666666666666667,0.25,0.17655909546842083
2219.0,5.0,2.0,2.0,Hazel,Lane,25-Sep-22,06-May-23,IT Support,Lance Torres,hazel.lane@bilearner.com,SVG,Active,Part-Time,Zone C,Part-Time,Retirement,Past really million address again forget.,IT/IS,Wireline Construction,Laborer,Female,8635.0,Widowed,Exceeds,5.0,3.0,3.0,3.0,8.0,8.0,7.0,3.0,9241.0,12.0,No,80.0,6.0,Management,56.0,223.0,0,0.0,0.17857142857142855,0.13518518518518519,0.0,0.75,0.75,0.33333333333333326,0.5,0.4253894239427277
2956.0,5.0,4.0,1.0,Aarav,Espinoza,11-Nov-19,,Data Analyst,David Ali,aarav.espinoza@bilearner.com,WBL,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,Engineers,Laborer,Male,51029.0,Widowed,Fully Meets,3.0,3.0,5.0,3.0,4.0,3.0,7.0,2.0,4548.0,8.0,No,80.0,5.0,Management,,359.0,0,0.0,0.14285714285714285,0.2191358024691358,0.0,0.25,1.0,0.33333333333333326,0.0,0.304481064783147
3241.0,1.0,5.0,3.0,Lana,Vega,15-May-22,,Data Architect,Jessica Lawson,lana.vega@bilearner.com,WBL,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,General - Sga,Recruiting,Female,56978.0,Divorced,PIP,3.0,3.0,3.0,3.0,7.0,2.0,9.0,3.0,8725.0,25.0,No,80.0,7.0,Management,,359.0,0,0.0,0.2142857142857143,0.2191358024691358,1.0,0.0,0.5,0.33333333333333326,0.5,0.42858045522494637
1098.0,2.0,2.0,2.0,Alain,Robinson,03-May-19,02-Jun-23,Production Technician I,Stephanie Griffin,alain.robinson@bilearner.com,PL,Voluntarily Terminated,Part-Time,Zone A,Temporary,Involuntary,Meet fight night. Image room nation.,Production       ,General - Eng,Engineer,Male,1420.0,Widowed,Fully Meets,3.0,3.0,3.0,3.0,4.0,0.0,4.0,3.0,4221.0,15.0,No,80.0,4.0,Engineering,30.0,1491.0,0,0.0,0.10714285714285714,0.9179012345679013,0.75,0.75,0.75,0.33333333333333326,0.5,0.4553301904748555
1223.0,4.0,1.0,4.0,Brooklynn,Mack,26-Jan-21,,Production Technician I,Luke Miller,brooklynn.mack@bilearner.com,NEL,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Engineers,Engineer,Female,3274.0,Widowed,Fully Meets,3.0,3.0,4.0,3.0,8.0,0.0,7.0,1.0,12185.0,14.0,Yes,80.0,11.0,Engineering,,359.0,0,1.0,0.35714285714285715,0.2191358024691358,0.25,1.0,0.25,0.33333333333333326,0.25,0.5375304489305548
3800.0,5.0,3.0,5.0,Amya,Grant,11-Jul-19,,Sr. Accountant,Jamie Henderson,amya.grant@bilearner.com,PYZ,Active,Contract,Zone C,Part-Time,Unk,,Production       ,General - Sga,Field Technician,Male,31864.0,Married,PIP,3.0,3.0,1.0,2.0,0.0,4.0,5.0,1.0,9015.0,10.0,No,80.0,23.0,Technical Engineering,,359.0,0,0.0,0.7857142857142857,0.2191358024691358,0.0,0.5,0.0,0.6666666666666667,1.0,0.45657024470327384
3475.0,4.0,3.0,4.0,Vance,Trujillo,21-Sep-21,13-Apr-23,Director of Operations,Rebecca Simpson,vance.trujillo@bilearner.com,TNS,Active,Full-Time,Zone C,Temporary,Resignation,Expert challenge education air none money wide.,Sales,General - Con,Tester,Male,90406.0,Widowed,Exceeds,3.0,3.0,5.0,1.0,3.0,1.0,0.0,2.0,8289.0,22.0,No,80.0,3.0,Management,65.0,569.0,0,0.0,0.07142857142857142,0.3487654320987654,0.25,0.5,0.25,1.0,0.0,0.38647078059971807
2963.0,1.0,3.0,2.0,Kendrick,Snyder,29-Nov-21,,IT Manager - Support,Dr. Victoria Perry,kendrick.snyder@bilearner.com,MSC,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Field Operations,Director,Male,1654.0,Married,Fully Meets,3.0,3.0,3.0,4.0,7.0,0.0,8.0,1.0,5802.0,16.0,Yes,80.0,8.0,Management,,359.0,1,1.0,0.25,0.2191358024691358,1.0,0.5,0.75,0.0,0.5,0.5497928793234858
1626.0,3.0,4.0,5.0,Katie,Roper,17-Sep-20,08-Jun-21,Data Architect,William Green,katie.roper@bilearner.com,PL,Active,Full-Time,Zone B,Temporary,Resignation,To national third with give law live.,IT/IS,General - Con,Technician,Female,2056.0,Married,Needs Improvement,3.0,3.0,1.0,3.0,4.0,0.0,2.0,2.0,10761.0,12.0,Yes,80.0,9.0,Technical Engineering,74.0,264.0,0,1.0,0.2857142857142857,0.16049382716049382,0.5,0.25,0.0,0.33333333333333326,1.0,0.49207737479994557
2171.0,1.0,3.0,2.0,Simone,Sharp,09-Aug-21,27-May-22,Production Technician I,Nicholas Ho,simone.sharp@bilearner.com,BPC,Active,Full-Time,Zone A,Part-Time,Resignation,Change lose be mention blue rise society.,Production       ,Executive,Executive Assistant,Female,34460.0,Married,Exceeds,3.0,3.0,4.0,3.0,2.0,1.0,2.0,0.0,2580.0,13.0,No,80.0,2.0,Management,30.0,291.0,0,0.0,0.03571428571428571,0.1771604938271605,1.0,0.5,0.75,0.33333333333333326,0.25,0.46925484499886105
1775.0,4.0,2.0,3.0,Julie,Cochran,06-Oct-18,12-Dec-19,Production Technician I,Scott Smith,julie.cochran@bilearner.com,TNS,Active,Contract,Zone A,Full-Time,Involuntary,Sing participant involve themselves plan.,Production       ,Engineers,Engineer,Male,23434.0,Single,Fully Meets,3.0,1.0,1.0,2.0,7.0,6.0,2.0,3.0,16756.0,15.0,No,80.0,2.0,Engineering,22.0,432.0,0,0.0,0.03571428571428571,0.2641975308641975,0.25,0.75,0.5,0.6666666666666667,1.0,0.47697671123365637
2053.0,5.0,3.0,1.0,Kolten,Kim,27-Sep-21,,Production Technician I,Curtis Gonzales,kolten.kim@bilearner.com,EW,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Engineers,Engineer,Female,34501.0,Divorced,Fully Meets,3.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,1274.0,13.0,No,80.0,7.0,Engineering,,359.0,0,0.0,0.2142857142857143,0.2191358024691358,0.0,0.5,1.0,0.33333333333333326,0.5,0.40535883079455587
2854.0,1.0,3.0,4.0,Eileen,Beard,02-Aug-22,27-Jul-23,IT Support,Amber Adams,eileen.beard@bilearner.com,PYZ,Active,Part-Time,Zone A,Full-Time,Resignation,Serious ball together lot body tonight artist.,Production       ,Executive,Operator,Female,76409.0,Married,Fully Meets,3.0,3.0,5.0,1.0,2.0,2.0,3.0,0.0,8356.0,11.0,No,80.0,27.0,Management,77.0,359.0,0,0.0,0.9285714285714285,0.2191358024691358,1.0,0.5,0.25,1.0,0.0,0.6524018636747496
3480.0,1.0,5.0,3.0,Jerimiah,Harmon,08-Sep-22,16-Oct-22,Production Technician II,Eric King,jerimiah.harmon@bilearner.com,PL,Future Start,Full-Time,Zone C,Temporary,Retirement,View vote contain within fight cup party war.,Sales,Catv,Laborer,Female,75671.0,Widowed,Fully Meets,5.0,3.0,1.0,2.0,0.0,2.0,5.0,3.0,3882.0,26.0,Yes,80.0,16.0,Management,76.0,38.0,0,1.0,0.5357142857142857,0.02098765432098765,1.0,0.0,0.5,0.6666666666666667,1.0,0.6472641341917055
2737.0,5.0,5.0,3.0,Darian,Hansen,20-Aug-21,09-Oct-21,Network Engineer,Victoria Padilla,darian.hansen@bilearner.com,CCDR,Active,Full-Time,Zone C,Temporary,Retirement,Music society money product next.,Sales,General - Con,Laborer,Male,84906.0,Married,Exceeds,3.0,3.0,2.0,2.0,6.0,0.0,7.0,1.0,5901.0,12.0,No,80.0,21.0,Management,49.0,50.0,0,0.0,0.7142857142857143,0.02839506172839506,0.0,0.0,0.5,0.6666666666666667,0.75,0.41033595150640095
2395.0,1.0,1.0,4.0,Terrell,Guerra,10-Dec-19,,Production Manager,Linda Simmons,terrell.guerra@bilearner.com,PYZ,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,General - Eng,Engineer,Male,8880.0,Divorced,Fully Meets,1.0,4.0,4.0,2.0,0.0,0.0,0.0,1.0,9679.0,24.0,No,80.0,5.0,Engineering,,359.0,1,0.0,0.14285714285714285,0.2191358024691358,1.0,1.0,0.25,0.6666666666666667,0.25,0.5461630832947918
1366.0,1.0,4.0,2.0,Malik,Crane,29-Apr-22,11-Dec-22,Sr. Network Engineer,Peter Ortiz,malik.crane@bilearner.com,PYZ,Active,Contract,Zone B,Temporary,Voluntary,Just information assume act possible work later.,IT/IS,General - Con,Laborer,Male,14151.0,Single,Exceeds,3.0,4.0,3.0,3.0,0.0,0.0,0.0,2.0,5258.0,14.0,No,80.0,7.0,Management,,359.0,0,0.0,0.2142857142857143,0.2191358024691358,1.0,0.25,0.75,0.33333333333333326,0.5,0.4882369781088607
1048.0,3.0,1.0,4.0,Stephen,Daugherty,29-Nov-19,,Software Engineer,Joshua Pittman,stephen.daugherty@bilearner.com,EW,Active,Part-Time,Zone A,Temporary,Unk,,Software Engineering,General - Con,Helper,Male,48971.0,Widowed,Fully Meets,3.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,3022.0,21.0,No,80.0,19.0,Computer Science,,359.0,0,0.0,0.6428571428571428,0.2191358024691358,0.5,1.0,0.25,0.33333333333333326,0.75,0.517813010227154
3850.0,1.0,3.0,5.0,Kylie,Cantrell,05-Jan-20,25-Apr-22,Director of Sales,Cheryl Cook,kylie.cantrell@bilearner.com,MSC,Active,Part-Time,Zone B,Temporary,Voluntary,Gas likely father read individual fly serve.,IT/IS,Yard (Material Handling),Cfo,Male,77264.0,Single,Exceeds,3.0,3.0,2.0,1.0,1.0,1.0,5.0,3.0,5393.0,17.0,No,80.0,7.0,Management,,359.0,0,0.0,0.2142857142857143,0.2191358024691358,1.0,0.5,0.0,1.0,0.75,0.5830793418102795
